mylog_2024-12-02_06-52-45:16,0.9
mylog_2024-12-02_06-52-46:16,1.6
mylog_2024-12-02_06-52-47:16,0.5
mylog_2024-12-02_06-52-48:16,1.4
mylog_2024-12-02_06-52-49:16,0.3
mylog_2024-12-02_06-52-50:16,0.1
